id,tmdbId,original_language,title,original_title,overview,poster_path,tagline,keywords,release_date,genres
799,819,en,Sleepers,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg,Four friends have made a mistake that will change their lives forever.,"child abuse, sexual abuse, court case, court, repayment, sadistic, pastor, juvenile prison, juvenile delinquent, child",1996-10-18,"Crime, Drama, Thriller"
800,38191,en,The Sunchaser,The Sunchaser,A young half-Navajo convict dying of cancer forces a yuppie doctor to drive him to a magic healing lake.,/1eTA9A73dXBgJe5uvSvTf3aLqYc.jpg,It began as a kidnapping. It became a journey of hope.,"kidnapping, navajo, oncologist",1996-05-29,"Drama, Crime"
801,56830,en,Johns,Johns,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza Hotel. Meanwhile, Donner, a lad new to the streets, wants John to leave the city with him. John spends the day trying to figure out how to deal with Donner's friendship.",/dIiAsjLNB0ud1MiwXxv1GEuuuXS.jpg,This ain't no 90210,"male prostitution, los angeles, california, prostitution, lost shoe, lgbt, santa hat, homeless, christmas, santa monica, california, rent boy, gay theme",1996-12-10,"Drama, Romance"
802,27256,en,The Woman in Question,The Woman in Question,"Agnes ""Astra"" Huston, a fortune teller at a run-down fair, is found strangled in her bedroom. As the police question five suspects, their interactions with her are shown in flashbacks from their point of view.",/5Z7N3LMvSB4WOX4iFGUoHnN3BOp.jpg,The suspense-tense surprise of the year!,"fortune teller, police, fair, flashback, film noir, murder",1950-10-03,Mystery
804,66473,en,A Damsel in Distress,A Damsel in Distress,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on 'Mr. X'. After Alyce goes to London to meet a beau she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to 'protect his investment'.",/oUBiUAx2lbmu1PXgkxsRF7FkuL.jpg,With Sword in Hand He Goes to the Head of the Clash!,"dancing, london, england, arranged marriage, musical, ballroom dancing, secretary, singing, black and white, class differences, aristocrat",1937-11-19,"Comedy, Romance, Music"
805,28120,en,Crossfire,Crossfire,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",/4IKLuRSE2vbMEcM2sqpgKTgNShC.jpg,Hate is like a loaded gun!,"army, film noir, anti-semitism, soldier",1947-08-15,"Crime, Drama, Mystery, Thriller"
809,252,en,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,It's Scrumdidilyumptious!,"factory worker, factory, based on novel or book, chocolate, candy, overweight child, grandparent grandchild relationship, tv addicted person, musical, single, teacher, based on children's book, poor kid, eccentric man, grandfather grandson relationship, candy bar",1971-06-29,"Family, Fantasy, Comedy"
816,21711,en,The Candidate,The Candidate,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",/7g0WEMac9iKlhjmVEslIX8sIxCF.jpg,Too Handsome. Too Young. Too Liberal. Doesn't have a chance. He's PERFECT!,"california, politics, political campaign, u.s. senator, political candidate",1972-06-29,"Comedy, Drama"
818,475,en,Bonnie and Clyde,Bonnie and Clyde,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",/sCSQFK9kMsprT4jgWqgw82dT6WI.jpg,They’re young… they’re in love… and they kill people.,"sheriff, waitress, ambush, prohibition era, submachine gun, texas, bank robber, oklahoma, impotence, missouri, texas ranger, crook couple, heist, fugitive, on the run, bank robbery, grave digger, nostalgic, crime spree, crime wave, bank heist, police shootout, frantic, public enemy, gun crime, runaway couple, mischievous, fugitive lovers, defiant, tragic",1967-08-14,"Crime, Drama"
828,9504,en,Glengarry Glen Ross,Glengarry Glen Ross,"When an office full of Chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.",/zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg,Lie. Cheat. Steal. All in a day’s work.,"estate agent, robbery, office, shop, contest, cowardliness, real estate, neo-noir",1992-09-15,"Crime, Drama, Mystery"
829,15764,en,Sophie's Choice,Sophie's Choice,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",/6zayvLCWvF8ImK5UqwRUbETcpVU.jpg,"Between the innocent, the romantic, the sensual, and the unthinkable. There are still some things we have yet to imagine.","new york city, concentration camp, holocaust (shoah), world war ii, writer, poland, 1940s",1982-12-08,"Drama, Romance, War"
830,601,en,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,He is afraid. He is alone. He is three million light years from home.,"farewell, space marine, operation, flying saucer, nasa, homesickness, loss of loved one, extraterrestrial technology, prosecution, riding a bicycle, halloween, finger, flowerpot, alien, single, single mother",1982-06-11,"Science Fiction, Adventure, Family, Fantasy"
832,2119,en,Days of Thunder,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",/4kHzXHRJGcRxxRvkCvb5yTxZwml.jpg,You can't stop the thunder.,"sports, stock car racing, daytona, car crash, rivalry, revenge, racing, race car driver, nascar, racer, stock car, phoenix, arizona, motorsport",1990-06-27,"Adventure, Action, Drama"
835,221,en,Rebel Without a Cause,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",/n0oJB5fhcUth9ZbHziwsFuR38gT.jpg,The bad boy from a good family.,"individual, underground world, street gang, unsociability, car race, parent child relationship, authority, rebel, coming of age, based on short story, teen rebel, griffith observatory, teenager",1955-10-27,Drama
836,702,en,A Streetcar Named Desire,A Streetcar Named Desire,A fading southern belle tries to build a new life with her sister in New Orleans.,/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg,"...Blanche, who wanted so much to stay a lady...","loss of sense of reality, rape, sibling relationship, southern usa, brother-in-law, violent husband, new orleans, louisiana, family relationships, black and white, light bulb, expectant father, sister sister relationship",1951-09-19,Drama
837,25750,en,Children of the Corn IV: The Gathering,Children of the Corn IV: The Gathering,A bright young medical student must solve the frightening mystery that plagues the children of a small Midwestern town.,/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg,In a sleepy midwestern town... A horrifying evil is about to rise again!,"sheriff, barn, sequel, slasher, preacher, corn",1996-10-08,Horror
838,37616,en,Palookaville,Palookaville,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.",/vmlO5CbUKmqvn5BVtEprxAmNOkp.jpg,One foot in the door. The other one in the gutter.,"robbery, dysfunctional family, armored truck",1995-09-07,"Comedy, Crime"
839,11112,en,The Associate,The Associate,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,/sDGc4JqVf4n04cEO0rU36UI4cvK.jpg,Behind every great man is a woman... Wishing he'd get the hell out of her way.,"career, fraud, sexism, wall street, broker, autonomy, partner, disguise, gender disguise, gender equality",1996-10-25,Comedy
842,116844,en,Drunks,Drunks,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting",/lY5E0rjsgzlxUyMtUZRlzwHqLTA.jpg,All they want is another shot...,"alcoholic, drunk",1997-03-14,Drama
848,2756,en,The Abyss,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",/nCOdcQ4HrVBug0MsqvfVuMCijmx.jpg,"There's everything you've ever known about adventure, and then there's The Abyss.","sea, flying saucer, submarine, ocean, diving suit, secret mission, insanity, nuclear missile, u.s. navy, alien life-form, ufo, warning, scuba diving, underwater, scuba, extraterrestrial life form, deepsea, message, trapped underwater , thalassophobia",1989-08-09,"Adventure, Action, Thriller, Science Fiction"
849,790,en,The Fog,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",/gZmdq8HB8SBdOHk5XarjCZIiGGk.jpg,Lock your doors. Bolt your windows. There's something in THE FOG!,"sea, small town, ship, gold, beach, prophecy, sword, narration, beheading, fog, leprosy, lighthouse, church",1980-02-08,Horror
852,4480,fr,Jean de Florette,Jean de Florette,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",/sH9FP9Flff1bGiHkPEKCmOwnzDw.jpg,"For some men, land and water are more precious than flesh and blood.","based on novel or book, provence, avarice, battle for power, source, neighbor, spring (water)",1986-08-27,Drama
858,10548,en,When We Were Kings,When We Were Kings,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",/lsQsehijQMcrQm78800ecp22lqb.jpg,The untold story of the Rumble in the Jungle.,"underdog, sports, boxer, disrespect, zaire, summit, sympathy, endurance, sports documentary, boxing",1996-10-25,Documentary
862,61461,it,The Children Are Watching Us,I bambini ci guardano,"In his first collaboration with renowned screenwriter and longtime partner Cesare Zavattini, Vittorio De Sica examines the cataclysmic consequences of adult folly on an innocent child. Heralding the pair’s subsequent work on some of the masterpieces of Italian neorealism, The Children Are Watching Us is a vivid, deeply humane portrait of a family’s disintegration.",/vEkp2FoxUFpCGeioWdUS4wb7ezh.jpg,A pulsating drama of childhood.,innocence,1944-10-27,Drama
866,38554,en,Dear God,Dear God,"A judge gives con-man Tom Turner a choice—a jail sentence, or a year of honest work. But when he gets a job in the U.S. Post Office's dead letter office, he starts a Good Samaritan con by answering letters written to God. His seemingly virtuous work inspires his co-workers to do the same, but their good deeds are frowned upon by the postmaster general—and the cops.",/mHc6hY6Rv7S7kS50vW2vVdHWG79.jpg,Many people write to God. Somebody is answering.,"con man, letter, god, money",1996-11-01,Comedy
875,975,en,Paths of Glory,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,/l2IY0gOHHmCWM90LjteFssxIV1G.jpg,It explodes in the no-man's land no picture ever dared cross before!,"army, france, based on novel or book, general, germany, world war i, patriotism, cowardice, idealism, idealist, black and white, soldier, anti war, 1910s, fighting the system",1957-10-25,"Drama, War"
879,38251,it,Mediterraneo,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",/omFU47TZSR7xAAZcDHKM48SmVwe.jpg,On a magical Greek island a soldier is about to discover that it is better to make love instead of war,"island, army, world war ii, greek island, italiani brava gente",1991-01-31,"Comedy, Romance, War"
880,10161,en,My Left Foot: The Story of Christy Brown,My Left Foot: The Story of Christy Brown,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg,"A film about life, laughter, and the occasional miracle.","bodily disabled person, poet, biography, based on true story, foot, flashback, author, working class, disabled, cerebral palsy",1989-04-07,Drama
882,10409,en,Strictly Ballroom,Strictly Ballroom,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",/usXL7s72m1NlcROo42Y0hpbeEdO.jpg,A life lived in fear... ...is a life half lived.,"dance, husband wife relationship, dancer, parent child relationship, transformation, dance competition, revelation, musical, based on play or musical, partner, flashback, ballroom dancing, falling in love, dance lesson, championship, dance school, rhumba, paso doble",1992-08-20,"Comedy, Drama, Romance"
886,510,en,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,"If he's crazy, what does that make you?","mentally disabled, friendship, based on novel or book, nurse, lunatic asylum, insane asylum, oregon, usa, hospital, medication, female villain, shock treatment",1975-11-19,Drama
892,679,en,Aliens,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,This time it's war.,"android, space marine, extraterrestrial technology, spaceman, space travel, settler, colony, cryogenics, vacuum, space colony, warrior woman, alien, space, female protagonist, creature, desolate, female hero, xenomorph, desolate planet, strong female protagonist",1986-07-18,"Action, Thriller, Science Fiction"
897,185,en,A Clockwork Orange,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.","london, england, robbery, street gang, great britain, based on novel or book, nihilism, parent child relationship, society, sexuality, social worker, psychopath, dystopia, dark comedy, satire, electronic music score, juvenile delinquent, sex crime, futuristic society",1971-12-19,"Science Fiction, Drama"
898,595,en,To Kill a Mockingbird,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",/gZycFUMLx2110dzK3nBNai7gfpM.jpg,A father must expose his children to a small town's outraged passions… and can only protect them with his love.,"right and justice, sibling relationship, based on novel or book, court case, court, isolation, becoming an adult, falsely accused, black people, arbitrary law, alabama, socially deprived family, defence, tree house, farm worker, intolerance, exclusion, racism, child, 1930s, courtroom drama, based on young adult novel",1962-12-20,Drama
899,28,en,Apocalypse Now,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",/eQVH91OSxh5I2uRfJuw4owd2Fq9.jpg,This is the end...,"guerrilla warfare, epic, vietnam war, journalist, mission, vietnam, vietcong, cia, cambodia, army, drug abuse, based on novel or book, secret mission, insanity, surrealism, tribe, green beret, jungle, descent into madness, brutality, riverboat, military, anti war",1979-08-15,"Drama, War"
900,335,it,Once Upon a Time in the West,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,There were three men in her life. One to take her… one to love her —and one to kill her.,"small town, loss of loved one, harmonica, wedding party, spaghetti western, arizona territory, intercontintental railroad, outlaw gang, water pump, mysterious character, boom town, railroad company, hope for a new life, railroad construction, preserved film",1968-12-21,"Drama, Western"
902,144,de,Wings of Desire,Der Himmel über Berlin,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,There are angels on the streets of Berlin.,"berlin, germany, dream, library, circus, angel, berlin wall, immortality, mortality",1987-05-17,"Drama, Fantasy, Romance"
903,1092,en,The Third Man,The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg,Hunted by men ... Sought by WOMEN!,"staged death, black market, cemetery, investigation, grave, soviet military, prater, british army, austria, cover-up, film noir, foot chase, vienna, austria, sewer, missing person, post world war ii, ferris wheel, penicillin, forged passport",1949-08-31,"Thriller, Mystery"
904,769,en,GoodFellas,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,Three decades of life in the mafia.,"prison, florida, new york city, based on novel or book, gangster, mass murder, drug trafficking, 1970s, irish-american, gore, biography, based on true story, murder, organized crime, mafia, brooklyn, new york city, crime epic, tampa, florida",1990-09-12,"Drama, Crime"
905,348,en,Alien,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,In space no one can hear you scream.,"android, spacecraft, space marine, biology, dystopia, countdown, space suit, beheading, space travel, cowardice, alien, space, female protagonist, parasite, space opera, cosmos, xenomorph",1979-05-25,"Horror, Science Fiction"
906,766,en,Army of Darkness,Army of Darkness,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,Trapped in time. Surrounded by evil. Low on gas.,"witch, skeleton, swordplay, supermarket, prophecy, castle, time travel, catapult, chain saw, incantation, time frame, pit, windmill, undead, knight, zombie, middle ages (476-1453), necronomicon, doppelgänger, psychotronic, 13th century, hilarious, enchant, excited",1992-10-31,"Fantasy, Horror, Comedy"
908,11645,ja,Ran,乱,"With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",/jQnUtWaHYfqnXPOIf77K7Ycqk4M.jpg,"In a mad world, only the mad are sane.","epic, assassination, kingdom, gun, greed, castle, heir to the throne, revenge, descent into madness, seppuku, inheritance fight, ruins, king lear, feudal japan, black widow, hopelessness",1985-06-01,"Action, Drama, History"
909,10835,cn,The Killer,喋血雙雄,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg,One Vicious Hitman. One Fierce Cop. Ten Thousand Bullets.,"blindness and impaired vision, police, hitman, hong kong, heroic bloodshed",1989-07-06,"Action, Crime, Drama, Thriller"
910,539,en,Psycho,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,A new—and altogether different—screen excitement!,"hotel, clerk, shower, arizona, motel, stolen money, taxidermy, money, secretary, corpse, murderer, theft, mental illness, private detective, missing person, psycho, voyeurism, voyeur, oedipus complex, double identity, proto-slasher, mother son relationship, birds, whodunnit, woman on the run, corruptibility, confused identities, human vulnerabilities",1960-06-22,"Horror, Drama, Thriller"
911,525,en,The Blues Brothers,The Blues Brothers,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",/3DiSrcYELCLkwnjl9EZp2pkKGep.jpg,They're on a mission from God.,"prison, chicago, illinois, dancing, concert, country music, nazi, jazz, nun, music instrument, blues, shopping mall, road trip, church, buddy, parole, music",1980-06-16,"Music, Comedy, Action, Crime"
912,240,en,The Godfather Part II,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,"I don't feel I have to wipe everybody out, Tom. Just my enemies.","italian american, cuba, italy, gangster, praise, symbolism, melancholy, revenge, organized crime, mafia, lawyer, suburb, corrupt politician",1974-12-20,"Drama, Crime"
913,600,en,Full Metal Jacket,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,In Vietnam The Wind Doesn't Blow It Sucks,"rescue, sniper, vietnam war, suicide, vietnam, helicopter, prostitute, based on novel or book, propaganda, war correspondent, journalism, recruit, infantry, war photographer, boot camp, jungle, sergeant, racism, genocide, fighting, platoon, combat, discipline, u.s. marine, obstacle course, military, anti war, mass grave, blanket party",1987-06-26,"Drama, War"
914,10705,en,Henry V,Henry V,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,/ikB1oZb2EijrIEzHB3gH5P38ZWX.jpg,The great adventure of a king who defied the odds to prove himself a man.,"france, kingdom, theater play, based on true story, based on play or musical, sword fight, honor, battlefield, historical, combat, medieval, king of england, warrior, 15th century",1989-10-05,"War, Drama, History"
915,279,en,Amadeus,Amadeus,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg,Everything you've heard is true...,"opera, composer, musician, marriage crisis, italy, talent, emperor, austria, mozart, god, murder, vienna, austria, envy, 18th century",1984-09-19,"History, Music, Drama"
916,3109,en,The Quiet Man,The Quiet Man,"An American man returns to the village of his birth in Ireland, where he finds love and conflict.",/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg,Action... Excitement... Romance... Fill the Screen!,"countryside, fight, brother, widow, boxer, beer, love, rural area, cottage, train, ireland, dowry, technicolor, return to birthplace, temper",1952-07-21,"Romance, Comedy, Drama"
918,703,en,Annie Hall,Annie Hall,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,A nervous romance.,"new york city, sports, tennis, narration, job interview, cocaine, neurosis, comedian, romantic comedy, love, singer, breaking the fourth wall, volkswagen beetle, lobster",1977-04-19,"Comedy, Drama, Romance"
919,9549,en,The Right Stuff,The Right Stuff,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter, Wally Schirra, and Gordon Cooper.",/kFR1p46HXJVVMpmOil8bNWnAQ50.jpg,How the future began.,"epic, based on novel or book, nasa, politics, cold war, answering machine, pilot, u.s. air force, space travel, flight, historical figure, astronaut, space race, test pilot, 1940s, 1950s, 1960s, sound barrier, space program",1983-10-20,"Drama, History, Adventure"
920,387,de,Das Boot,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",/9nV5YlX05MHC7zZzffY9kgc8r5d.jpg,When the hunters become the hunted.,"based on novel or book, submarine, war correspondent, atlantic ocean, gibraltar, world war ii, duty, suicide mission, drinking, sailor, convoy, destroyer, naval warfare, naval battle, battle of the atlantic",1981-09-17,"Drama, History, War"
921,9277,en,The Sting,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,/4VdQopZb0lx13Me3yxE5rUXMGCI.jpg,...all it takes is a little confidence.,"bet, chicago, illinois, repayment, horse race, con man, mafia boss, heist, caper, ragtime, off track betting, sting operation, alley, 1930s",1973-12-25,"Comedy, Crime, Drama"
922,343,en,Harold and Maude,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,They were meant to be. But exactly what they were meant to be is not quite clear.,"dying and death, depression, suicide, life and death, age difference, birthday, suicide attempt, dead wish, cemetery, life planning, banjo, cliff, arranged marriage, coming of age, wealth, older woman younger man relationship, elderly lady, age-gap relationship",1971-12-20,"Comedy, Drama, Romance"
